TRAFFICLIGHT_REGISTRATION;0;tl_0;[];52.51281796989514;13.320879723702655
TRAFFICLIGHT_REGISTRATION;0;tl_1;[];52.512972796061305;13.321050667013942
TRAFFICLIGHT_REGISTRATION;0;tl_2;[];52.513195988847926;13.32197826914039
TRAFFICLIGHT_REGISTRATION;0;tl_3;[];52.51201052836429;13.3225443836251
TRAFFICLIGHT_REGISTRATION;0;tl_4;[];52.51240498479142;13.323084502296105
TRAFFICLIGHT_REGISTRATION;0;tl_5;[];52.51471086422381;13.349126417278068
TRAFFICLIGHT_REGISTRATION;0;tl_6;[];52.51415089266608;13.349074605144448
TRAFFICLIGHT_REGISTRATION;0;tl_7;[];52.51477570327757;13.351242388609286
TRAFFICLIGHT_REGISTRATION;0;tl_8;[];52.51422807189337;13.351211456956072
TRAFFICLIGHT_REGISTRATION;0;tl_9;[];52.51385604583634;13.350716649125815
TRAFFICLIGHT_REGISTRATION;0;tl_10;[];52.51336763331891;13.331712942497573
TRAFFICLIGHT_REGISTRATION;0;tl_11;[];52.51363891598417;13.335806880544975
TRAFFICLIGHT_REGISTRATION;0;tl_12;[];52.512613756576016;13.323401505414065
TRAFFICLIGHT_REGISTRATION;0;tl_13;[];52.5131223152113;13.33151886165868
TRAFFICLIGHT_REGISTRATION;0;tl_14;[];52.51337011834932;13.335598631139188
TRAFFICLIGHT_REGISTRATION;0;tl_15;[];52.516092043974595;13.377070492922233
TRAFFICLIGHT_REGISTRATION;0;tl_16;[];52.51630753279188;13.376957025790132
TRAFFICLIGHT_REGISTRATION;0;tl_17;[];52.51587815269309;13.36998715846661
TRAFFICLIGHT_REGISTRATION;0;tl_18;[];52.51327266616213;13.33035378471609
TRAFFICLIGHT_REGISTRATION;0;tl_19;[];52.51303946755152;13.330235001471328
TRAFFICLIGHT_REGISTRATION;0;tl_20;[];52.51212828533486;13.317299601900297
TRAFFICLIGHT_REGISTRATION;0;tl_21;[];52.51232717059213;13.320748708042013
TRAFFICLIGHT_REGISTRATION;0;tl_22;[];52.51633523988754;13.376748343276
TRAFFICLIGHT_REGISTRATION;0;tl_23;[];52.51567892380861;13.36980544425391
TRAFFICLIGHT_REGISTRATION;0;tl_24;[];52.51605762956028;13.376613258532448
TRAFFICLIGHT_REGISTRATION;0;tl_25;[];52.512782083085035;13.323497520423023
TRAFFICLIGHT_REGISTRATION;0;tl_26;[];52.51276685312859;13.326683526600151
TRAFFICLIGHT_REGISTRATION;0;tl_27;[];52.512990858136945;13.326838598391175
RSU_REGISTRATION;0;rsu_0;[];52.513060766781614;13.32891047000885
VEHICLE_REGISTRATION;1000000000;veh_0;[adhocCommunication.AutobotVehicle, adhocCommunication.VehicleSpeed];Autobot
VEHICLE_UPDATES;5000000000;veh_0;52.512180252151616;13.317918006529297;13.739436486430932;84.71153588196714
V2X_MESSAGE_TRANSMISSION;5000000000;30;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5100000000;31;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5200000000;32;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5300000000;33;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5400000000;34;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5500000000;35;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5600000000;36;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5700000000;37;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5800000000;38;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5900000000;39;veh_0;AutobotMessage
VEHICLE_UPDATES;6000000000;veh_0;52.51219453439473;13.318119610573694;13.836807059634012;84.71153588196714
V2X_MESSAGE_TRANSMISSION;6000000000;40;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6100000000;41;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6200000000;42;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6300000000;43;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6400000000;44;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6500000000;45;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6600000000;46;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6700000000;47;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6800000000;48;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6900000000;49;veh_0;AutobotMessage
VEHICLE_UPDATES;7000000000;veh_0;52.51220878000667;13.318320702496539;13.801648863286246;84.71153588196714
VEHICLE_REGISTRATION;7000000000;veh_1;[adhocCommunication.DecepticonVehicle, adhocCommunication.VehicleSpeed];Decepticon
V2X_MESSAGE_TRANSMISSION;7000000000;50;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7100000000;51;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7200000000;52;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7300000000;53;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7400000000;54;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7500000000;55;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7600000000;56;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7700000000;57;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7800000000;58;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7900000000;59;veh_0;AutobotMessage
VEHICLE_UPDATES;8000000000;veh_0;52.512222366138616;13.318512489769208;13.16302905684337;84.71153588196714
V2X_MESSAGE_TRANSMISSION;8000000000;60;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8012060577;60;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8012060577;61;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;8096839774;61;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8100000000;62;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8137835356;62;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8137835356;63;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;8165529955;63;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8200000000;64;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8273018608;64;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8273018608;65;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8300000000;66;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8306109118;66;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8306109118;67;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;8332503385;65;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8339089119;67;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8400000000;68;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8401019585;68;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8401019585;69;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;8435303714;69;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8500000000;70;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8541974396;70;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8541974396;71;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8600000000;72;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8626686563;71;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8640177854;72;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8640177854;73;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;8641636671;73;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8700000000;74;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8799257086;74;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8799257086;75;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8800000000;76;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8810873706;76;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8810873706;77;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;8847848725;75;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8897222342;77;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8900000000;78;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;8974702315;78;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8974702315;79;veh_1;AutobotMessage
VEHICLE_UPDATES;9000000000;veh_0;52.51223670201324;13.318714865588982;13.88974863458192;84.71153588196714
VEHICLE_UPDATES;9000000000;veh_1;52.51215100943385;13.317505240231592;12.773279970323202;84.71153588196714
V2X_MESSAGE_TRANSMISSION;9000000000;80;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9035374341;79;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9077529363;80;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9077529363;81;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9100000000;82;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9134314447;81;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9145475552;82;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9145475552;83;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9200000000;84;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9235781006;83;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9281054064;84;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9281054064;85;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;9290805924;85;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9300000000;86;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9392063679;86;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9392063679;87;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9400000000;88;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9410924606;87;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9452751030;88;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9452751030;89;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9500000000;90;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9527721705;89;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9554358208;90;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9554358208;91;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9600000000;92;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9611907952;92;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9611907952;93;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;9618811544;91;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9656259596;93;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9700000000;94;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9744306015;94;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9744306015;95;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9800000000;96;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9828874303;95;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9855994502;96;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9855994502;97;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9900000000;98;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9906051364;97;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;9969706370;98;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9969706370;99;veh_1;AutobotMessage
VEHICLE_UPDATES;10000000000;veh_0;52.512250701161356;13.318912492764236;13.56382359149633;84.7115358819672
VEHICLE_UPDATES;10000000000;veh_1;52.51216345957505;13.3176809736986;12.06123423126759;84.71153588196714
V2X_MESSAGE_TRANSMISSION;10000000000;100;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10026362190;99;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10036499076;100;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10036499076;101;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10100000000;102;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10100337927;101;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10141009715;102;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10141009715;103;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10200000000;104;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10217328374;103;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10217764655;104;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10217764655;105;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10300000000;106;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10310189537;105;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10377068378;106;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10377068378;107;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10400000000;108;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10405039561;107;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10430931598;108;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10430931598;109;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;10434860371;109;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10500000000;110;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10588284933;110;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10588284933;111;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10600000000;112;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10648903970;111;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10660355582;112;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10660355582;113;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10700000000;114;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10703082567;114;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10703082567;115;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;10746274143;113;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10796650289;115;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10800000000;116;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10895312146;116;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10895312146;117;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10900000000;118;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;10964586725;118;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10964586725;119;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;10990100116;117;veh_0;AutobotMessage
VEHICLE_UPDATES;11000000000;veh_0;52.512294369471576;13.3191197317926;13.510554791588802;84.71138280285943
VEHICLE_UPDATES;11000000000;veh_1;52.51217685241975;13.317870017622964;12.9747718208679;84.71153588196714
V2X_MESSAGE_TRANSMISSION;11000000000;120;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11012291630;119;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11021916726;120;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11021916726;121;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;11093019741;121;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11100000000;122;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11164316317;122;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11164316317;123;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;11197782720;123;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11200000000;124;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11215096383;124;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11215096383;125;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;11223360440;125;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11300000000;126;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11370192767;126;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11370192767;127;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;11393441728;127;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11400000000;128;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11410478995;128;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11410478995;129;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11500000000;130;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11502536208;129;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11532062853;130;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11532062853;131;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11600000000;132;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11631198995;131;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11655537783;132;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11655537783;133;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;11680768422;133;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11700000000;134;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11727612872;134;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11727612872;135;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11800000000;136;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11800248123;135;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11869813592;136;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11869813592;137;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;11874136561;137;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11900000000;138;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;11952764505;138;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11952764505;139;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;11953151415;139;veh_0;AutobotMessage
VEHICLE_UPDATES;12000000000;veh_0;52.51230823047978;13.319315414055888;13.313159025551286;84.71138280285943
VEHICLE_UPDATES;12000000000;veh_1;52.51218946091697;13.318047994248527;12.215175235513598;84.71153588196731
V2X_MESSAGE_TRANSMISSION;12000000000;140;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12060409818;140;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12060409818;141;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12100000000;142;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12101100979;141;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12113164022;142;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12113164022;143;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;12133571141;143;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12200000000;144;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12278767793;144;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12278767793;145;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;12294656102;145;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12300000000;146;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12313616560;146;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12313616560;147;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;12387338218;147;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12400000000;148;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12410317998;148;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12410317998;149;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;12488163003;149;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12500000000;150;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12573584630;150;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12573584630;151;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12600000000;152;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12601106086;152;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12601106086;153;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;12605461069;151;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12691165099;153;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12700000000;154;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12717500908;154;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12717500908;155;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;12785861443;155;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12800000000;156;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12850481136;156;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12850481136;157;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;12890332877;157;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12900000000;158;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;12991251211;158;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12991251211;159;veh_1;AutobotMessage
VEHICLE_UPDATES;13000000000;veh_0;52.512322547958604;13.319517545445127;13.751913237778936;84.71138280285943
VEHICLE_UPDATES;13000000000;veh_1;52.51220282589779;13.318236653332514;12.948342654432636;84.71153588196732
V2X_MESSAGE_TRANSMISSION;13000000000;160;veh_0;AutobotMessage
V2X_MESSAGE_RECEPTION;13031550672;160;veh_1;AutobotMessage
V2X_MESSAGE_TRANSMISSION;13031550672;161;veh_1;AutobotMessage
V2X_MESSAGE_RECEPTION;13051853059;159;veh_0;AutobotMessage
